Channel id,Region SB Rank,SB Rating,Channel name,Uploads,Subs,Video Views,Nation,Category,User Created,SB rank,Subscriber Rank,Video Views Rank,Country Rank,Category Rank,Subscribers for the last 30 days,Video Views for the last 30 days,Lowest Estimated Monthly Earnings,Highest Estimated Monthly Earnings,Lowest Estimated Yearly Earnings,Highest Estimated Yearly Earnings,"2016 Unemployment, total (% of total labor force)",2024 Urban population,"2024 Population, total",2023 GDP per capita,2023 GDP per capita growth
UCkV96joxwalfUtiVtSsFsdg,93,A,Faruk_100k,183,1060000,702826285,IN,,2022-11-08,320,1328,30428,49,1049,619000.0,435651000.0,108900.0,1700000.0,1300000.0,20900000.0,3.50500011444092,531518858,1441719852,2239.2503629525404,6.721381414420378
UCoZBEGrBuTltn0gNyJ_Twwg,69,A,PrankMasterhsr2,458,5510000,2607255752,IN,People,2021-08-03,235,841,5735,580,437,820000.0,510577000.0,127600.0,2000000.0,1500000.0,24500000.0,3.50500011444092,531518858,1441719852,2239.2503629525404,6.721381414420378
UCbQaw6kiduY7EVu_yRRmSCA,56,A,Abrazkhan - ck91,1069,6820000,3087387400,IN,Entertainment,2019-10-24,190,710,4686,453,530,810000.0,701956000.0,175500.0,2800000.0,2100000.0,33700000.0,3.50500011444092,531518858,1441719852,2239.2503629525404,6.721381414420378
UCuKVGUBU2JsfcX5nk2d4zVQ,50,A,Facts Dastan,877,7730000,5044163923,IN,Entertainment,2021-09-24,170,606,2170,360,435,450000.0,580534000.0,145100.0,2300000.0,1700000.0,27900000.0,3.50500011444092,531518858,1441719852,2239.2503629525404,6.721381414420378
UCHIQkF6dO4aQJP2A0rfHvuQ,97,A,Anne L Story,404,3220000,1252746902,IN,People,2024-06-28,335,1077,15130,811,663,940000.0,402037000.0,100500.0,1600000.0,1200000.0,19300000.0,3.50500011444092,531518858,1441719852,2239.2503629525404,6.721381414420378
UCFFbwnve3yF62_tVXkTyHqg,29,A,Zee Music Company,12471,111000000,70737463631,IN,Music,2014-03-12,90,8,12,3,2,1000000.0,792764000.0,198200.0,3200000.0,2400000.0,38100000.0,3.50500011444092,531518858,1441719852,2239.2503629525404,6.721381414420378
UC6cdivUil1UKmLwbuucdq3A,21,A,Happy L story,398,8610000,3979164739,IN,Entertainment,2024-02-14,69,538,3196,305,381,1360000.0,848489000.0,212100.0,3400000.0,2500000.0,40700000.0,3.50500011444092,531518858,1441719852,2239.2503629525404,6.721381414420378
UCP6uH_XlsxrXwZQ4DlqbqPg,61,A,Shemaroo Filmi Gaane,8904,69900000,30640451171,IN,Music,2010-06-11,198,26,72,10,8,300000.0,220757000.0,55200.0,883000.0,662300.0,10600000.0,3.50500011444092,531518858,1441719852,2239.2503629525404,6.721381414420378
UCMk9Tdc_d1BIcAFaSppiVkw,35,A,TIMES NOW Navbharat,145109,13800000,7611705388,IN,News,2021-07-09,102,333,1151,158,36,900000.0,758572000.0,189600.0,3000000.0,2300000.0,36400000.0,3.50500011444092,531518858,1441719852,2239.2503629525404,6.721381414420378
UC55IWqFLDH1Xp7iu1_xknRA,36,A,Colors TV,170983,76900000,75537110389,IN,Entertainment,2008-06-13,106,21,11,8,10,600000.0,693721000.0,173400.0,2800000.0,2100000.0,33299999.0,3.50500011444092,531518858,1441719852,2239.2503629525404,6.721381414420378
UCdgGfsEixQPajpYOj7Ci_5w,75,A,Rohit Singh,981,2280000,2066235954,IN,,2021-06-23,261,1159,7654,891,891,370000.0,450440000.0,112600.0,1800000.0,1400000.0,21600000.0,3.50500011444092,531518858,1441719852,2239.2503629525404,6.721381414420378
UC3PWWshMfLtdgDOvM5hKT6A,100,B+,ド文系でも楽しい【ゆっくり数�…,457,209000,207689482,JP,,2022-09-24,6069,2174,99295,48,1048,55000.0,81963000.0,20500.0,327900.0,245900.0,3900000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCzgD13zxZyY_C5dVVOfsWww,68,A-,日本の政治・経済を斬る,320,486000,279703282,JP,,2022-05-28,4297,1853,74939,772,772,37000.0,82181000.0,20500.0,328700.0,246500.0,3900000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UC_dgAC1h__uI4UaIKwgVxgw,71,A-,The Animal Buu,2938,3500000,1987346171,JP,,2022-08-22,4593,1032,7824,100,100,130000.0,90570000.0,22600.0,362300.0,271700.0,4300000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCEtVpoZfaqTB_QiXnqdvihQ,62,A-,Marble ASMR race,182,296000,207491818,JP,,2024-04-30,4065,2088,103547,982,982,136000.0,98890000.0,24700.0,395600.0,296700.0,4700000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCKLbzfmjFv_oalDX8sHxhkQ,12,A-,Saito,6349,24300000,21801292049,JP,Entertainment,2021-07-17,1170,228,170,6,119,100000.0,213946000.0,53500.0,855800.0,641800.0,10300000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UC0Badcq36RBDHN_e3N1Papg,87,B+,Mischief time,1326,4480000,2941885736,JP,,2022-06-07,5484,928,4601,70,70,160000.0,75188000.0,18800.0,300800.0,225600.0,3600000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UC4DfUTbVd0dlIsVj3tmIYxA,91,B+,ノノたまTV,658,130000,217409251,JP,,2022-02-26,5652,2308,96189,124,1124,25000.0,84786000.0,21200.0,339100.0,254400.0,4099999.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCvm_1tfv4nk4dz_EHeRGbXw,80,B+,UNIQLO ユニクロ,591,111000,238153640,JP,Entertainment,2006-03-18,5173,2377,77111,140,2001,2000.0,48871000.0,12200.0,195500.0,146600.0,2300000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCv9GxXEnvZxP3ueW_qqa1NA,81,B+,bicsmalln channel,3095,3430000,3995878974,JP,Comedy,2018-02-27,5180,1037,2992,103,396,60000.0,91653000.0,22900.0,366600.0,275000.0,4400000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCpFgmZm65yOU5X_hmWkWjuw,39,A-,Mrs. GREEN APPLE,422,3970000,3145446327,JP,Music,2019-07-26,2666,980,4250,85,605,90000.0,129939000.0,32500.0,519799.0,389800.0,6200000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UC3EqE59ExXNeZxlWBdJyisA,22,A-,バタやんCLUB【くわばたりえ切り�…,667,140000,192790453,JP,,2023-04-12,1473,2267,101318,110,1110,140000.0,192790000.0,48200.0,771200.0,578400.0,9300000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCAPQjGskhqMqgLqqkQ4FbNA,95,B+,TikTokまとめ?毎日投稿,220,290000,435894894,JP,Games,2018-09-21,5842,2064,46373,961,1520,19000.0,60973000.0,15200.0,243900.0,182900.0,2900000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCCDNpLoRGH8R_N7FZ5R_qug,27,A-,Yoshipapa / よしパパ,1143,7810000,10369157378,JP,People,2016-01-24,1608,593,675,26,246,120000.0,174631000.0,43700.0,698500.0,523900.0,8400000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCbi8mdNtYQQ2JLcP2jPFn_g,97,B+,Hana Chan Japan,379,1490000,994555181,JP,,2021-06-15,5944,1239,18669,265,265,110000.0,80638000.0,20200.0,322600.0,241900.0,3900000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCS7rbR7l0q_OAzNnYxhqUrg,59,A-,バズ海外,141,57800,113926373,JP,,2022-06-12,3785,3302,170846,606,1606,31000.0,60076000.0,15000.0,240300.0,180200.0,2900000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCgAyRZINP1gPvQUl8hK487w,50,A-,PIN KORO,1208,6400000,4087629260,JP,Education,2013-08-13,3362,733,2899,36,205,50000.0,110948000.0,27700.0,443800.0,332800.0,5300000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCcA4xCNiGz7_yKTHwBT8GBg,18,A-,トリビア動物園,408,108000,208300374,JP,,2023-06-18,1313,2410,94871,144,1144,2000.0,9462000.0,2400.0,37800.0,28400.0,454200.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCFv2z4iM5vHrS8bZPq4fHQQ,69,A-,HIMEHINA Channel,1007,962000,383486085,JP,Games,2018-02-06,4366,1332,51638,337,838,7000.0,92341000.0,23100.0,369400.0,277000.0,4400000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UC9UAxVR4Tym2PIICVfLTZUw,49,A-,混血のカレコレ,2115,2410000,3653115349,JP,Film,2019-09-02,3176,1140,3432,177,528,40000.0,117621000.0,29400.0,470500.0,352900.0,5600000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCemVOsFvI0UgGnqFeiS1cJw,10,A,Unwatch fails,75,438000,302309696,JP,,2024-07-30,924,1893,65577,810,810,166000.0,107055000.0,26800.0,428200.0,321200.0,5100000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UC2281CM1zQxR3y1MOvPczTg,11,A,おもしろショートTV,82,76200,289949853,JP,,2023-05-10,995,2936,71702,441,1441,46900.0,199797000.0,49900.0,799200.0,599400.0,9600000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCWaOde99oeUVoXbIj3SNu9g,4,A,Sagawa /さがわ,9001,34000000,27196074524,JP,Entertainment,2021-02-13,355,149,106,4,64,400000.0,403237000.0,100800.0,1600000.0,1200000.0,19400000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UC_226ocwA3qmdpY2umXy9bA,96,B+,コスメヲタちゃんねるサラ,1715,1270000,1378081056,JP,Howto,2015-05-02,5872,1263,12428,286,539,30000.0,63174000.0,15800.0,252700.0,189500.0,3000000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCg_KFZisJjG45CSC4eNjSxA,32,A-,1分だけ,602,365000,1285220860,JP,Film,2021-03-28,2105,1977,13526,885,1292,21000.0,125202000.0,31300.0,500800.0,375600.0,6000000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCXaoLJD6Uct8rhf0c3_lBlg,14,A-,【2chショート】とある2人の2ch物�…,980,217000,605414342,JP,,2022-11-17,1218,2161,33328,38,1038,46000.0,198299000.0,49600.0,793200.0,594900.0,9500000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCm4nHHVBZeqnvZWf6mtjj4w,37,A-,これはどう?,653,314000,1016876604,JP,,2023-12-11,2585,2038,18191,937,937,25000.0,130273000.0,32600.0,521100.0,390800.0,6300000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCbRQJm2CgwqS9JSO4cf3HsA,7,A,SION /紫音,1976,3420000,3785288716,JP,Entertainment,2013-02-05,681,1041,3282,107,852,280000.0,289238000.0,72300.0,1200000.0,867700.0,13900000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCWsAvz_plMpc8dgiaoMb0XQ,47,A-,けんた食堂,2202,1370000,1101812272,JP,Howto,2007-08-27,3064,1254,16533,278,531,120000.0,122054000.0,30500.0,488200.0,366200.0,5900000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCO_p5Lcnzpqids1EhJ_Bgyg,29,A-,Motu Patlu x,188,260000,167788273,JP,,2024-07-11,1794,2093,109737,989,989,260000.0,167788000.0,41900.0,671200.0,503400.0,8100000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCb58mfa8JEkT7Oak1EG0SLw,79,B+,kenty_cook,640,3320000,1795004904,JP,,2018-10-13,5057,1049,8931,112,112,100000.0,74325000.0,18600.0,297300.0,223000.0,3600000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCU0ogTdq6j4WnMm7eFp5ANQ,53,A-,ショートスマイル,540,243000,859729877,JP,,2021-03-24,3522,2123,22353,10,1010,21000.0,107125000.0,26800.0,428500.0,321400.0,5100000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCutJqz56653xV2wwSvut_hQ,58,A-,東海オンエア,3064,7090000,14209841809,JP,Comedy,2013-10-13,3766,663,399,32,166,10000.0,107987000.0,27000.0,431900.0,324000.0,5200000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
0214mex,86,B+,はじめしゃちょー（hajime）,3153,14700000,11850300416,JP,Entertainment,2012-08-31,5432,323,544,11,206,100000.0,83630000.0,20900.0,334500.0,250900.0,4000000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCBRvO_H5Wn2Doqzn4w_6xIQ,44,A-,ほっこりショート,227,150000,372613505,JP,,2024-04-27,2921,2258,55700,107,1107,33000.0,108992000.0,27200.0,436000.0,327000.0,5200000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCYomnRCixTl2jaXzLF0q8aQ,31,A-,タイムストップ,555,275000,984397592,JP,,2022-03-09,1994,2083,19042,977,977,26000.0,142170000.0,35500.0,568700.0,426500.0,6800000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCPP5T9vvQAOZ3P3gPi1n6jw,38,A-,おどりっぴぃのおへや- うたスタ…,724,1090000,779983179,JP,,2022-10-06,2629,1284,24497,305,305,147000.0,116366000.0,29100.0,465500.0,349100.0,5600000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCE6dS5o_2zxZgwfCwvvg2tQ,1,A,ASMR FOOD,1501,6060000,4290018961,JP,,2023-10-19,77,798,2904,45,45,1070000.0,906182000.0,226500.0,3600000.0,2700000.0,43500000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UC6QZ_ss3i_8qLV_RczPZBkw,3,A,ISSEI / いっせい,3085,43700000,32978845446,JP,Entertainment,2014-07-23,110,91,59,2,37,1000000.0,696325000.0,174100.0,2800000.0,2100000.0,33400000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCjxru_gNoN3p4T14QCDKoLw,26,A-,たかしの芸能雑学,218,266000,538177256,JP,,2024-06-16,1589,2093,37163,986,986,80000.0,181936000.0,45500.0,727700.0,545800.0,8700000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCH2lnz_OBcVo7Y7ptU2qovg,16,A-,ブルーシー【Blue Sea】,427,1980000,1747963496,JP,People,2021-07-01,1247,1188,9355,219,771,110000.0,208496000.0,52100.0,834000.0,625500.0,10000000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCi_jGbRRpC4T8iq5hB7_fig,20,A-,ナイスマンniceman,738,1650000,2462996515,JP,,2021-09-10,1422,1221,5973,249,249,80000.0,182621000.0,45700.0,730500.0,547900.0,8800000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCfbugOkS8PkqhDfvehIDRBw,75,A-,マーシャとくま - Masha and the Bear J…,856,2120000,860816167,JP,Film,2021-05-26,4954,1173,22109,205,559,160000.0,95102000.0,23800.0,380400.0,285300.0,4600000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCL3dzHRKpDP5at9HqjsCZFQ,77,B+,メカニックうさぎ,257,152000,335108269,JP,,2024-03-17,5011,2251,62096,102,1102,23000.0,83748000.0,20900.0,335000.0,251200.0,4000000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCAbSB04zaqHfS4ND1kjo21w,52,A-,Mainichi Japan,404,183000,648325438,JP,,2019-04-17,3460,2203,30421,69,1069,17000.0,119035000.0,29800.0,476100.0,357100.0,5700000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCJ_l_sMQFHogSy8KXRyMIRA,55,A-,SPOTVNOW,7964,1220000,960651371,JP,Sports,2018-08-16,3630,1269,19504,292,373,70000.0,104713000.0,26200.0,418900.0,314100.0,5000000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCA7W1UaXoVTQJHnevHYdqHQ,24,A-,シャルロットのダンシングTV,2630,2380000,2519804580,JP,People,2019-03-18,1507,1146,5795,181,730,130000.0,176799000.0,44200.0,707200.0,530400.0,8500000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UChJ_HjZ9ZSWiMXJUaRCWm_w,89,B+,ユッチョ,1681,310000,1054705044,JP,,2022-08-01,5588,2042,17316,940,940,11000.0,75813000.0,19000.0,303300.0,227400.0,3600000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UC_I7KHWuazM1EEo9wzp0TrA,99,B+,ゼロから打ち師始めます。,946,4830000,2710482130,JP,Entertainment,2018-09-26,6043,893,5200,59,709,60000.0,69164000.0,17300.0,276700.0,207500.0,3300000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCj9g38QGYkKJ1nOBExXnHOA,72,A-,Ruby Dancer,719,1590000,994112075,JP,,2022-07-19,4714,1229,18802,256,256,140000.0,86409000.0,21600.0,345600.0,259200.0,4099999.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCzNWfPnfs5WMUVstOZwOuNw,98,B+,おぼけ。?,999,385000,1626162671,JP,,2014-11-04,5987,1953,10082,865,865,11000.0,70655000.0,17700.0,282600.0,212000.0,3400000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCgMal7XcEPYmE_gr1rkApPg,76,A-,芸能人おもしろ動画宝庫,59,37700,106664073,JP,,2023-05-27,4999,4807,195272,853,1853,36600.0,102583000.0,25600.0,410300.0,307700.0,4900000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UC3E4DHp7vgetdr2VMbRpRyg,17,A-,Jinro【見てて気持ちいい】,179,3750000,2182255228,JP,,2020-08-26,1312,1006,6959,90,90,240000.0,180546000.0,45100.0,722200.0,541600.0,8700000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UC58mTDP62UEbpMRxVSfn8VQ,84,B+,【2chショート】のり弁屋さん,499,141000,343835952,JP,,2024-04-19,5326,2270,59118,112,1112,27000.0,77783000.0,19400.0,311100.0,233300.0,3700000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UC_ah9LycQDhwEDcJHLYkJCQ,46,A-,1分集中,650,294000,898928523,JP,,2023-12-11,3049,2073,21257,969,969,55000.0,118253000.0,29600.0,473000.0,354800.0,5700000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UC0NEFJxGzqMUVzh7b0sc1Uw,13,A-,ショーツレンジャー,611,518000,1548952593,JP,Film,2021-01-13,1212,1812,10868,735,1142,36000.0,212044000.0,53000.0,848200.0,636100.0,10200000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCpCAAgsF9l7P674UMdUM9vA,85,B+,WonderMan JP,103,60000,82966832,JP,,2024-06-19,5431,3181,214504,558,1558,500.0,3278000.0,820.0,13100.0,9800.0,157300.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCzPJLIRDZCGAGyVDkCnlTcQ,93,B+,一分オタク,389,88000,251665026,JP,,2023-11-13,5804,2711,81809,298,1298,19000.0,65739000.0,16400.0,263000.0,197200.0,3200000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCuP7Oceo9kOQ_tyUWadNmJA,8,A,1分動画,532,257000,862682634,JP,,2023-05-12,882,2106,22296,996,996,51000.0,234116000.0,58500.0,936500.0,702300.0,11200000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCLiPbjTEuGto_iRasBrfu7w,23,A-,一分一秒,649,543000,1579601401,JP,Film,2021-01-20,1475,1784,10586,709,1116,23000.0,148174000.0,37000.0,592700.0,444500.0,7100000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCrkmrExFpS8oI13yuOc2ijA,35,A-,海外バズり紹介,361,64300,206098352,JP,,2024-04-02,2457,3306,105821,608,1608,42000.0,151244000.0,37800.0,605000.0,453700.0,7300000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCl8xSmabeIay_j9dmcpx_Fw,33,A-,うさチャンネル,29,621000,176117359,JP,,2024-08-31,2144,1735,119471,665,665,295000.0,92012000.0,23000.0,368000.0,276000.0,4400000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UC9jE5AsHNM3njOxJUYGigzQ,42,A-,1分間世界一周,281,234000,567006319,JP,,2024-03-07,2846,2134,34707,17,1017,31000.0,109376000.0,27300.0,437500.0,328100.0,5300000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCjp_3PEaOau_nT_3vnqKIvg,30,A-,Junya.じゅんや,9005,37600000,22993952923,JP,Entertainment,2020-09-14,1819,121,154,3,52,100000.0,154203000.0,38600.0,616800.0,462600.0,7400000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCoUExOZwk3jfwCx2RJO0qzw,83,B+,転転飯店,318,347000,309337829,JP,,2023-04-11,5287,2005,66083,909,909,61000.0,71488000.0,17900.0,286000.0,214500.0,3400000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCKCDdjjV8BvGwyiUqxaOCJw,73,A-,美味い,317,99000,210580589,JP,,2022-11-25,4855,2561,98528,199,1199,34500.0,96731000.0,24200.0,386900.0,290200.0,4600000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
08yakari,45,A-,Kenshi Yonezu 米津玄師,189,7380000,6124817600,JP,Music,2010-03-31,2993,633,1586,30,319,40000.0,122103000.0,30500.0,488400.0,366300.0,5900000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCB9BHC0ClRMj2ZdVSxfvEow,57,A-,まじめにお仕事休憩中,59,1100000,648185666,JP,,2024-03-04,3757,1282,30457,304,304,109000.0,81632000.0,20400.0,326500.0,244900.0,3900000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCw5w_gK3yxrfmexZy49Lg7w,36,A-,Toy Kids★トイキッズ,1942,4360000,5333680451,JP,Education,2015-10-22,2564,939,1957,74,340,50000.0,79797000.0,19900.0,319200.0,239400.0,3800000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UC4ROE0kBZ983K5vLwEbkKsQ,2,A,HAYATAKU はやたく,2095,17600000,16551845425,JP,People,2022-02-23,79,295,297,9,70,600000.0,720045000.0,180000.0,2900000.0,2200000.0,34600000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UC1gbNFHc3Ut8xZj37QUStKg,67,A-,テセサクch,985,521000,824437589,JP,,2023-06-07,4292,1810,23096,733,733,45000.0,89865000.0,22500.0,359500.0,269600.0,4300000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCj4PjeVMnNTHIR5EeoNKPAw,48,A-,ドズル社,9244,1900000,2428884837,JP,Games,2014-07-31,3073,1195,6099,225,707,50000.0,122601000.0,30700.0,490400.0,367800.0,5900000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCbikEJtfgTM3v0CFA8EV1mQ,61,A-,やんばるゼミ,452,475000,973716428,JP,,2022-03-29,4056,1857,18979,776,776,30000.0,85267000.0,21300.0,341100.0,255800.0,4099999.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCCfTHiIaVTrxQRaZUeNluCg,34,A-,BUMP切り抜き【公式】,361,66500,160769912,JP,,2020-04-29,2164,3103,125434,522,1522,66000.0,160770000.0,40200.0,643100.0,482300.0,7700000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UC5l8bnxxl26Q5PDG_jawcuw,65,A-,おんりー / ドズル社,1678,1170000,1139136809,JP,Games,2019-05-17,4163,1274,15881,296,782,40000.0,97264000.0,24300.0,389100.0,291800.0,4700000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCrDwJcz5ZPOKFMlvmC9NuHw,25,A-,ココビ トイ- キッズおもちゃと�…,366,267000,216643761,JP,,2023-01-16,1532,2088,91151,982,982,142000.0,133757000.0,33400.0,535000.0,401300.0,6400000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UC_IC1Sv1onK1kWlJTTQfrkw,90,B+,Kamui - Minecraft Animation,285,5820000,1445527551,JP,Games,2021-01-21,5631,798,11754,45,338,180000.0,79956000.0,20000.0,319800.0,239900.0,3800000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCkzuJiSK8xlbOD1ZBMcRZ9w,40,A-,it's Sakura,319,4040000,4433442205,JP,,2022-08-03,2773,975,2594,83,83,70000.0,176419000.0,44100.0,705700.0,529300.0,8500000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCToyTJUjiUL0y967e_C8kig,78,B+,うんちく大全【人物】,879,116000,404781332,JP,,2023-12-24,5043,2358,49979,136,1136,16600.0,76178000.0,19000.0,304700.0,228500.0,3700000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCYa90YIhBFirt8f_61_jTsA,70,A-,ミョリムMyorimu,352,1760000,1513010938,JP,People,2017-11-25,4498,1210,11083,239,792,80000.0,85124000.0,21300.0,340500.0,255400.0,4099999.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCLuG0an4cGiaHgzElAqFppQ,56,A-,ミニバスの扉,687,125000,236740635,JP,,2022-11-15,3645,2356,91673,135,1135,44900.0,104098000.0,26000.0,416400.0,312300.0,5000000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCvpredjG93ifbCP1Y77JyFA,64,A-,Ayase / YOASOBI,225,6840000,4973991223,JP,Music,2018-11-16,4119,689,2159,33,356,40000.0,99026000.0,24800.0,396100.0,297100.0,4800000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UC9zY_E8mcAo_Oq772LEZq8Q,92,B+,THE FIRST TAKE,1044,10200000,4926803092,JP,Music,2019-11-05,5788,369,2202,20,179,100000.0,77815000.0,19500.0,311300.0,233400.0,3700000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UC_BebSLDtTp5CmkDtlGgI8A,6,A,Mochi.もち,3826,13000000,8078588229,JP,Entertainment,2021-09-10,511,340,1018,13,223,200000.0,329970000.0,82500.0,1300000.0,989900.0,15800000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCMEIWmThPWeHeoZ2ubXQrww,88,B+,PAXY World /ぱくしーワールド,239,924000,1121604658,JP,,2023-08-02,5492,1382,15977,373,373,62000.0,69297000.0,17300.0,277200.0,207900.0,3300000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCzKe7QNBR9Yrmy18CrvXh6g,94,B+,サンキューどっこいしょ,730,526000,975858799,JP,People,2021-03-09,5840,1805,19108,729,1362,26000.0,76278000.0,19100.0,305100.0,228800.0,3700000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCbCJmNKAL85O1VFeD6Wj60g,5,A,Bayashi TV,1406,29700000,17983372661,JP,Entertainment,2021-01-26,392,182,257,5,80,400000.0,353602000.0,88400.0,1400000.0,1100000.0,17000000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
UCuFPaemAaMR8R5cHzjy23dQ,63,A-,Snow Man,691,3630000,3931094620,JP,Music,2019-12-11,4080,1016,3041,93,638,30000.0,74065000.0,18500.0,296300.0,222200.0,3600000.0,3.13000011444092,114028355,123763600,37079.1092202813,2.4210111829913217
